No,PATWWW/AutoDoc,Orbit,IDFromSource,Title,Company/Institute,Source/Patent No,"Publ.
Date",Category,crop protection,Сomments,Keywords,Abstracts,Patent Asset Index Data,Categories,Justifications
24,CN217313396,CN217313396,WPI/2022-B4542M,"New production device of glyphosate isopropylamine salt used as herbicide, comprises outer shell, where bottom of outer shell is fixedly installed with supporting plate, bottom of front surface of shell is installed with instrument",SHANDONG SHENGPENG TECHNOLOGY CO LTD,CN217313396 U,20220830,,herbicide,,,"CN 217313396 U
   NOVELTY - The utility model relates to the technical field of herbicide production machine, especially to a novel production device of glyphosate isopropyl amine salt, comprising an outer shell, the bottom of the outer shell is fixedly installed with a supporting plate, the bottom of the front surface of the shell is fixedly installed with a meter, the utility model is set with the intelligent sensing temperature control component, capable of using the metal sheet with heat generating deformation in the production machine to automatically control the electrifying state of the heating plate, the metal sheet of the internal heating induction can more acuity adjusting the temperature of the inner part, so that the inner temperature is maintained at a relatively constant temperature state when the machine is produced, ensuring the quality of the finished product, in addition, through the limiting plate in the intelligent sensing temperature control assembly, the limiting plate is located at the left side of the curved metal sheet, when the curved metal sheet is heated to change, the limiting plate is propped against the left side of the curved metal sheet, so that the curved metal sheet only can generate deformation displacement to the right side, increasing the accuracy of the inner temperature sensing adjustment, The design is more humanized.","Status as of : 08.12.2022
Competitive impact : 
Technology relevance : 
Market coverage : 0.676
Current owners : SHANDONG SHENGPENG TECH
Patent rights : 
    Active + Granted : CN
    Active + Not Granted : 
    Not Active + Granted : 
    Not Active + Not Granted : 
","""2""","The patent explicitly mentions the production of glyphosate isopropyl amine salt, which is a common active ingredient in herbicides."
25,WO2022179501,WO2022179501,WPI/2022-B2678M,"New substituted benzimidazole compounds useful in preparing of insecticide and acaricide for agriculture, forestry and horticulture",QINGDAO KANGQIAO PLANT SCI CO LTD,"WO2022179501 A1
CN114957131 A","20220901
20220830",,insecticide,,,"WO 2022179501 A1
   NOVELTY - Substituted benzimidazole compounds (I), are new. 
   DETAILED DESCRIPTION - Substituted benzimidazole compounds of formula (I), and their salts, are new.
       R  = 1-10C alkyl, 3-10C cycloalkyl, 2-10C alkenyl, 2-10C alkynyl (all are optionally substituted by G1);
       G1  = halo, 1-10C alkyl, halogenated 1-10C alkyl, 3-10C cycloalkyl, halogenated 3-10C cycloalkyl, 1-10C alkoxy, halogenated 1-10C alkoxy, 3-10C cycloalkoxy, or halogenated 3-10C cycloalkoxy; 
       Y1, Y2, Y3, Y4 and Y5  = H, halo, CN, NO2 , formyl, 1-10C alkyl, 3- 10C cycloalkyl, 1-10C alkoxy, 1-10C alkylthio, 1-10C alkylsulfinyl, 1-10C alkylsulfonyl, 1-10C alkylcarbonyl, 1-10C alkoxycarbonyl, arylcarbonyl, aryloxycarbonyl, 2-6C alkenyl, 2-6C alkenyl, 2-6C alkenyloxy, 2-6C alkynyloxy, 1-10C alkycarbonyloxy, 1-10C cyanoalkyl, 1-10C cyanoalkoxy, silyl, amino, aryl, aryl 1-6C alkyl, aryloxy, aryl 1-6C alkoxy, arylsulfonyl, arylsulfinyl, arylthio, aryl 1-6C alkylsulfonyl, aryl 1-6C alkylsulfinyl, aryl 1-6C alkylthio, heterocycle, heterocycle 1-6C alkyl, or heterocycleoxy (all are optionally substituted by G1), where adjacent two Y1-Y5 groups and at least one group with the benzene ring are bonded with each other to form at least one 3- to 8-membered ring 0ooptionally via at least one heteroatom; and
       Z1, Z2, Z3 and Z4  = H, halo, CN, NO2 , formyl, 1-10C alkyl, 3-10C cycloalkyl, 1-10C alkoxy, 1-10C alkylthio, 1-10C alkylsulfinyl, 1-10C alkylsulfonyl, 1-10C alkylcarbonyl, 1-10C alkoxycarbonyl, arylcarbonyl, aryloxycarbonyl, 2-6C alkenyl, 2-6C alkynyl, 2-6C alkenyloxy, 2-6C alkynyloxy, 1-10C alkane carbonyloxy, 1-10C cyanoalkyl, 1-10C cyanoalkoxy, silyl, amino, aryl, aryl 1-6C alkyl, aryloxy, aryl 1-6C alkoxy, arylsulfonyl, arylsulfinyl, arylthio, aryl 1-6C alkylsulfonyl, aryl 1-6C alkylsulfinyl, aryl 1-6C alkylthio, heterocycle, heterocycle 1-6C alkyl, or heterocyclyloxy (all are optionally substituted by G1), where two adjacent groups of Z1-Z4 are or at least one group Z1-Z4 are/is connected to the bonded benzene ring via or not cyclized via at least one heteroatom to form at least one 3- to 8-membered ring, when Z1, Z2, Z3, Z4, Y1, Y2, Y3, Y4 are all H and R is base, Y5 is not H, F or Cl, when Z1, Z2, Z3, Z4, Y1, Y2, Y3, Y4 are H and R is ethyl, Y3 is not F or Cl, when Z1, Z2, Z3, Z4, Y1, Y3, Y5 are H and R is ethyl, Y2, Y4 is not Cl at the same time. 
    INDEPENDENT CLAIMS are also included for: 
      preparation of (I);
      benzimidazole compound (I) produced by the above method; and 
      use of benzimidazole compound (I) in the preparation of insecticide and acaricide.
   ACTIVITY - Herbicide; Acaricide; Plant Protectant. The herbicidal activity of (I) was tested on Tetranychus cinnabarinus . The results showed that 1-(ethylsulfonyl)-2-(4-fluoro-3-(trifluoromethyl)phenyl)-1H- benzo[d]imidazole (100 mg/ml) exhibited 100% lethality on Tetranychus cinnabarinus .
   MECHANISM OF ACTION - None given.
   USE - (I) is useful in preparing of insecticide and acaricide for agriculture, forestry and horticulture (all claimed). 
   ADVANTAGE - (I) have high insecticidal and acaricidal effects when used at low concentrations, and excellent control effect.","Status as of : 08.12.2022
Competitive impact : 2.78
Technology relevance : 0.992
Market coverage : 2.803
Current owners : QINGDAO KANGQIAO PLANT SCIENCE
Patent rights : 
    Active + Granted : 
    Active + Not Granted : CN; WO
    Not Active + Granted : 
    Not Active + Not Granted : 
","""1"", ""2""","The patent describes substituted benzimidazole compounds (I) with insecticidal and herbicidal activity. The text specifically mentions their use in preparing insecticides and acaricides for agriculture, forestry, and horticulture. Additionally, the activity section states that the compound exhibited 100% lethality on Tetranychus cinnabarinus (a mite),  indicating insecticidal properties. The text also mentions herbicidal activity."
26,IN202211045846,IN202211045846,WPI/2022-B2313G,"Hydroponic prototype framework for cultivating e.g. microgreens in aquaponic solution, has container formed with first foam divided into squares of equal size and second foam fitted at center to provide support to seeds for germination",UNIV SHARDA,IN202211045846 A,20220826,,herbicide,,,"IN 202211045846 A
   NOVELTY - The framework (1) has a container formed with two foams (3, 4) e.g. polyethylene foam such as thermoplastic resin, and polyurethane foam such as thermosetting resin, and liquid nutrient media as growing medium. The container is formed with frames and the liquid nutrient media. The different types of foams are utilized to construct a the framework for growing the microgreens, where the first foam is divided into small squares of equal size to place a second foam and utilized to construct an external supporting framework to provide support to seeds from sinking into liquid nutrient media. The second foam is fitted at a center to provide support to the seeds for germination.
   USE - Hydroponic prototype framework for cultivating microgreens in a nutrient solution e.g. aquaponic nutrient solution and aeroponic nutrient solution. Uses include but are not limited to basil, broccoli, kale, cabbage, parsley, mustard and chickpea microgreens formed from seeds of leafy vegetables, herbs, legumes, and cereal crops. 
   ADVANTAGE - The framework grows microgreens with minimal or no use of pesticides or agrochemicals and reduces soil-borne infection and weed contamination. The framework performs under control growth environment and helps in easy cutting or separation of an edible portion. The framework helps in improving quality and yield and reduces chances of unwanted contamination of soil particles or unwanted material from a solid substrate. The framework grows the microgreens in soil free manner by utilizing nutrient solutions that act as a rich source of nutrients for enhancing rate of growth of the microgreens in a short span of time. 
   DESCRIPTION OF DRAWINGS - The drawing shows a perspective view of a hydroponic prototype framework.
     1- Hydroponic prototype framework
     2- Foams",,"""0""","The patent describes a hydroponic framework for cultivating microgreens, focusing on the structure and benefits of growing in a nutrient solution. There is no mention of insecticides, herbicides, or fungicides."
27,CN217284509,CN217284509,WPI/2022-B6044P,"Predatory mite releasing box for preventing and treating red spider on fruit planting of citrus fruit planting, has multiple access holes arranged on box body, where edge of upper cover is more than edge of box body",RONGAN AGRIC SCI RONGAN INST,CN217284509 U,20220826,,insecticide,,,"CN 217284509 U
   NOVELTY - The utility model relates to biological control field, specifically claims a predatory mite release box, comprising a box body, and an upper cover set above the box body, the box body is arranged with a plurality of access holes, the edge of the upper cover exceeds the edge of the box body; the lower part of the box body is further provided with a drain hole, further provided with a fixing device fixed on the box body, further comprising a guide rail set on the side surface of the box body and a plug board matched with the guide rail; The utility model as the carrier for releasing predatory mite, as the releasing device of predatory mite, it is firm, ventilation, convenient for predatory characteristics to pass in and out.","Status as of : 08.12.2022
Competitive impact : 
Technology relevance : 
Market coverage : 0.676
Current owners : RONGAN AGRICULTURAL SCIENCE RES INSTITUTE RONGAN KUMQUAT RES INSTITUTE
Patent rights : 
    Active + Granted : CN
    Active + Not Granted : 
    Not Active + Granted : 
    Not Active + Not Granted : 
","""1""","The patent describes a predatory mite release box, clearly indicating its use in biological control of pests, which falls under the category of insecticides."
28,CN217288675,CN217288675,WPI/2022-B2964M,"Temperature-controlled water-cooling horizontal sand mill for coating, dye, paint, ink, medicine, magnetic powder, ferrite, photosensitive film, pesticide, paper and cosmetic, has base, where upper part of base is provided with grinding cylinder",DALIAN PAINT CO LTD,CN217288675 U,20220826,,insecticide,,,"CN 217288675 U
   NOVELTY - The utility model claims a temperature control water-cooling horizontal sand mill, belonging to the technical field of horizontal sand mill; comprising a base, above the base is provided with a grinding cylinder, one side of the grinding cylinder is provided with a cooling box, one side of the cooling box is provided with a cooling component, two sides of the grinding cylinder close to the cooling box is provided with a cleaning component, the cleaning component comprises a cleaning water inlet pipe, a cleaning water inlet pump, a cleaning reflux pipe, a washing reflux water pump, a drain pipe and a separating component, wherein the upper part of the cooling box is provided with a cleaning water inlet pump, the cleaning water inlet pump and the grinding cylinder are provided with a cleaning water inlet pipe, the lower part of the grinding cylinder is provided with a drain pipe, one side of the cooling box is provided with a cleaning reflux water pump; The utility model is provided with a cleaning assembly, recycling cleaning the liquid of the grinding cylinder, saving water resource, by setting the cooling component, so that the liquid of the cooling box is kept at a low temperature, the cooling effect of the device.","Status as of : 08.12.2022
Competitive impact : 
Technology relevance : 
Market coverage : 0.676
Current owners : DALIAN PAINT
Patent rights : 
    Active + Granted : CN
    Active + Not Granted : 
    Not Active + Granted : 
    Not Active + Not Granted : 
","""0""","This patent describes a temperature control water-cooling horizontal sand mill, a piece of industrial equipment. There is no mention of insecticides, herbicides, or fungicides."
29,KR2022117942,KR2022117942,WPI/2022-A9720V,"Pomegranate-zinc oxide nanocomposite particles used in e.g. cosmetic composition, prepared by combining polyphenols or flavonoids in pomegranate extract, with zinc oxide",UNIV YEUNGNAM RES COOP FOUND,KR2022117942 A,20220825,,fungicide,,,"KR 2022117942 A
   NOVELTY - Pomegranate-zinc oxide nanocomposite particles prepared by combining polyphenols or flavonoids in pomegranate extract, with zinc oxide.
   DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for preparation of the pomegranate-zinc oxide nanocomposite particles, which involves (i) extracting portions chosen from fruits, seeds, pericarps, leaves, barks and root skins of pomegranate using water and/or 1-4C alcohol solution to obtain a pomegranate extract, (ii) mixing the pomegranate extract with zinc oxide, and (iii) reacting in the presence of a sodium borohydride catalyst. 
   ACTIVITY - Dermatological; Pesticide. No biological data given. 
   MECHANISM OF ACTION - None given.
   USE - Pomegranate-zinc oxide nanocomposite particles are used in cosmetic composition in the form of lotion, cream, sunscreen, fragrance, pack, shampoo, cleansing, hand sanitizer, aerosol or patch, preferably cosmetic preservative, cosmetic sunscreen or scalp health promotion shampoo, or health food composition in the form of powder, tablet, liquid or jelly, preferably health functional food supplement, for providing antioxidant effect, antibacterial effect and ultraviolet protection effect, in food preservative (bio-available food preservative), and agent (all claimed), preferably agricultural pesticide for controlling microorganisms that cause plant diseases in crops or flowers. 
   ADVANTAGE - The pomegranate-zinc oxide nanocomposite particles are less toxic to human skin cells than pomegranate extract and zinc oxide, and have desired antibacterial effect that significantly increases the antioxidant function and inhibits the growth of microorganisms with ultraviolet blocking effect.","Status as of : 08.12.2022
Competitive impact : 0.054
Technology relevance : 0.95
Market coverage : 0.056
Current owners : YEUNGNAM UNIVERSITY
Patent rights : 
    Active + Granted : 
    Active + Not Granted : KR
    Not Active + Granted : 
    Not Active + Not Granted : 
","""1"", ""2"", ""3""","The patent describes pomegranate-zinc oxide nanocomposite particles with pesticide activity, specifically targeting microorganisms that cause plant diseases in crops or flowers. This indicates applicability as an insecticide, herbicide, and fungicide."
30,KR2022117960,KR2022117960,WPI/2022-A9422Q,"Composition useful as e.g. medicine for preventing and treating fungal infection and controlling plant disease through inhibiting production of aflatoxin, comprises strobilurin-based compound and flavonoid-based compound",UNIV CHUNG ANG IND ACAD COOP FOUND,KR2022117960 A,20220825,,fungicide,,,"KR 2022117960 A
   NOVELTY - Composition comprises strobilurin-based compound and flavonoid-based compound.
   ACTIVITY - Fungicide. Test details are described but no results given. 
   MECHANISM OF ACTION - None given.
   USE - The composition is useful as medicine, cosmetic, food and feed additive for preventing and treating fungal infection caused by Aspergillus flavus , Aspergillus parasiticus , Alternaria alternate and Colletotrichum acutatum and controlling plant disease through inhibiting production of aflatoxin caused by Aspergillus flavus and Aspergillus parasiticus (all claimed).
   ADVANTAGE - The composition increases antifungal and aflatoxin production inhibitory activity, and increases yield of crops by suppressing infection of fungi and aflatoxin-producing strains, and is safe for crops, food, and feed.","Status as of : 08.12.2022
Competitive impact : 0.045
Technology relevance : 0.804
Market coverage : 0.056
Current owners : CHUNG-ANG UNIVERSITY
Patent rights : 
    Active + Granted : 
    Active + Not Granted : KR
    Not Active + Granted : 
    Not Active + Not Granted : 
","""3""",The patent text explicitly states that the composition is a fungicide and describes its use in preventing and treating fungal infections.
31,WO2022175600,WO2022175600,WPI/2022-A8609N,"Virucidal composition for e.g. preventing spread of viral infection, comprises mixture of biologically active compounds obtained from strains of Ganoderma lucidum by culturing the fungi in essentially liquid culture medium in culture tank or bioreactor in conditions essentially excluding agitation","NATURAL RESOURCES FINLAND LUKE INST
UNIV JYVAESKYLAE",WO2022175600 A1,20220825,,fungicide,,,"WO 2022175600 A1
   NOVELTY - Virucidal composition comprises a mixture of biologically active compounds obtained from strains of Ganoderma lucidum by culturing the fungi in essentially liquid culture medium in a culture tank or a bioreactor in conditions essentially excluding agitation. 
   DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for a process for producing the virucidal composition comprising a mixture of biologically active compounds obtained from strains of G.lucidum , which involves (a) culturing G.lucidum species in essentially liquid culture medium in a culture tank or a bioreactor, and (b) harvesting the medium as obtained at step (a) and separating the mixture of biologically active compounds as a product excreted by mycelium of G.lucidum in liquid phase, where the culturing of the G.lucidum species in essentially liquid culture medium in the culture tank or the bioreactor is implemented in conditions essentially excluding agitation.
   USE - The virucidal composition is used for preparation for external use in human or non-human animal subject for preventing spread of viral infections caused by picornaviridae and/or coronaviridae, disinfecting, sanitizing and/or cleaning, manufacturing personal care product or skincare product, disinfectant for skin or for non-living surface, and preventing spread of infections caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV2) (all claimed).
   ADVANTAGE - The virucidal composition provides reliable and non-toxic antiviral compound.","Status as of : 08.12.2022
Competitive impact : 2.782
Technology relevance : 0.993
Market coverage : 2.803
Current owners : NATURAL RESOURCES INST FINLAND LUKE; UNIV OF JYVAESKYLAE
Patent rights : 
    Active + Granted : 
    Active + Not Granted : FI; WO
    Not Active + Granted : 
    Not Active + Not Granted : 
","""3""","The patent describes a virucidal composition derived from Ganoderma lucidum fungi.  While it has broader applications like disinfecting and cleaning, the core focus is on its antiviral properties, which aligns with fungicides as they often have broader antimicrobial activity."
32,WO2022176743,WO2022176743,WPI/2022-A8568D,"Agent useful in antifungal product like outer walls, inner walls, building materials, air filters, packing, and tanks or pipes for water storage or water flow and antifungal paint, comprises lanthanide derivative",KYODO PRINTING CO LTD,"WO2022176743 A1
JP2022126487 A","20220825
20220830",,fungicide,,,"WO 2022176743 A1
   NOVELTY - Agent comprises a lanthanide derivative (I). 
   DETAILED DESCRIPTION - Agent comprises a lanthanide derivative of formula: Ln2 x Fe2 ( 1- x ) O3 (I).
       Ln  = rare earth element chosen from lanthanum, praseodymium, neodymium and yttrium;and
       x  = 0.45-1.
    INDEPENDENT CLAIMS are included for the following: 
      antifungal product comprising a substrate and an antifungal layer comprising the above-mentioned agent; and
      antifungal paint comprising the above-mentioned agent. 
   USE - The agent is useful in antifungal product and paint, where the antifungal product is chosen from outer walls, inner walls, building materials, air filters, packing, and tanks or pipes for water storage or water flow (all claimed).
   ADVANTAGE - The agent can impart the antifungal effect to materials to which antifungal agents cannot be applied and places with complicated shapes and also exerts antifungal effect on its surroundings as well i.e. by spreading even to parts that are not in direct contact with the agent and without the presence in the entire product. The agent has excellent safety and dispersibility in water and organic solvents and is low in environmental pollution.","Status as of : 08.12.2022
Competitive impact : 1.502
Technology relevance : 0.536
Market coverage : 2.803
Current owners : KYODO PRINTING COMPANY LIMITED
Patent rights : 
    Active + Granted : 
    Active + Not Granted : JP; WO
    Not Active + Granted : 
    Not Active + Not Granted : 
","""3""",The patent explicitly mentions an \
33,DE102021201815,DE102021201815,WPI/2022-A8325R,"Herbicidal composition useful controlling weeds of cornfields, preferably barnyard grass or crabgrass control, comprises oryzalin and sulfentrazone",GUANGZHOU BAIYUN SHIJING XINGCHEN LTD,DE102021201815 A1,20220825,,herbicide,,,"DE 102021201815 A1
   NOVELTY - Herbicidal composition comprises oryzalin and sulfentrazone in a weight ratio of 8:1-1:1.
   ACTIVITY - Herbicide. No biological data given. 
   MECHANISM OF ACTION - None given.
   USE - The composition is useful controlling weeds of cornfields, preferably barnyard grass or crabgrass control. 
   ADVANTAGE - The composition has a broad weed control spectrum, remarkable synergistic effect, which can effectively retard onset of resistance of weeds, wide high efficiency and effective cost reduction; and is safe for crops.","Status as of : 08.12.2022
Competitive impact : 0.13
Technology relevance : 0.995
Market coverage : 0.131
Current owners : GUANGZHOU BAIYUN SHIJING XINGCHEN
Patent rights : 
    Active + Granted : 
    Active + Not Granted : DE
    Not Active + Granted : 
    Not Active + Not Granted : 
","""2""",The patent explicitly states that the invention is a 'herbicidal composition' and describes its use in controlling weeds in cornfields.
34,WO2022175420,WO2022175420,WPI/2022-A8610G,"Controlling or preventing damage to plant comprises applying combination comprising 2-(3-(ethylsulfonyl)pyridin-2-yl)-5-(2,2,3,3,3- pentafluoropropoxy)pyrazine and compound e.g. nicofluprole, flupyradifurone, thiacloprid and spidoxamat",SYNGENTA CROP PROTECTION AG,WO2022175420 A1,20220825,,insecticide,,,"WO 2022175420 A1
   NOVELTY - Controlling or preventing damage to a plant comprises applying a combination comprising component (A1) 2-(3-(ethylsulfonyl)pyridin-2-yl)- 5-(2,2,3,3,3-pentafluoropropoxy)pyrazine (I); and as component (B1a) a compound (B1a) e.g. nicofluprole, (B2) spidoxamat, (B3) N-[[2-fluoro-4-[2- hydroxy-3-(3,4,5-trichlorophenyl)-3-(trifluoromethyl)pyrrolidin- 1yl]phenyl]methyl]cyclopropanecarboxamide, (B3a) (S)-N-[[2-fluoro-4-[2- hydroxy-3-(3,4,5-trichlorophenyl)-3-(trifluoromethyl)pyrrolidin-1- yl]phenyl]methyl]cyclopropanecarboxamide, (B4) 4-dimethyl-2-[2-(3-pyridyl )indazol-5-yl]-1,2,4-triazolidine-3,5-dione, (B5) N-[3-chloro-1-(3-pyridyl )pyrazol-4-yl]-2-methylsulfonyl-propanamide, (B6) (3R)-3-(2-chlorothiazol- 5-yl)-8-methyl-5-oxo-6-phenyl-2,3-dihydrothiazolo-pyrimidin-8-ium-7-olate and (B7) 1-(2-cyanoethyl)-4-oxo-3-[3-(trifluoromethyl)phenyl]pyrido[1,2-a ]pyrimidin-1-ium-2-olate and their salts.
   DETAILED DESCRIPTION - Controlling or preventing damage to a plant comprises applying a combination comprising as component (A1) a 2-(3- (ethylsulfonyl)pyridin-2-yl)-5-(2,2,3,3,3-pentafluoropropoxy)pyrazine of formula (I) or their salts; and as component (B1a) a compound comprising e.g. (B1a) nicofluprole, (B2) spidoxamat, (B3) N-[[2-fluoro-4-[2-hydroxy-3- (3,4,5-trichlorophenyl)-3-(trifluoromethyl)pyrrolidin- 1yl]phenyl]methyl]cyclopropanecarboxamide, (B3a) (S)-N-[[2-fluoro-4-[2- hydroxy-3-(3,4,5-trichlorophenyl)-3-(trifluoromethyl)pyrrolidin-1- yl]phenyl]methyl]cyclopropanecarboxamide, (B4) 4-dimethyl-2-[2-(3-pyridyl )indazol-5-yl]-1,2,4-triazolidine-3,5-dione, (B5) N-[3-chloro-1-(3-pyridyl )pyrazol-4-yl]-2-methylsulfonyl-propanamide, (B6) (3R)-3-(2-chlorothiazol- 5-yl)-8-methyl-5-oxo-6-phenyl-2,3-dihydrothiazolo[3,2-a]pyrimidin-8-ium-7- olate, (B7) 1-(2-cyanoethyl)-4-oxo-3-[3-(trifluoromethyl)phenyl]pyrido[1,2- a]pyrimidin-1-ium-2-olate, (B8) N-isopropyl-2-(3-pyridyl)indazole-4- carboxamide, (B9) N-cyclopropyl-2-(3-pyridyl)indazole-4-carboxamide, (B10) N-cyclohexyl-2-(3-pyridyl)indazole-4-carboxamide, (B11) 2-(3-pyridyl)-N- (2,2,2-trifluoroethyl)indazole-4-carboxamide, (B12) methyl N-[[2-(3-pyridyl )indazole-5-carbonyl]amino]carbamate, (B13) 2-(3-pyridyl)-N- (tetrahydrofuran-2-ylmethyl)indazole-5-carboxamide, (B14) N-[(2,2- difluorocyclopropyl)methyl]-2-(3-pyridyl)indazole-5-carboxamide, (B15) N-(2 ,2-difluoropropyl)-2-(3-pyridyl)indazole-5-carboxamide, (B16) 2-(3- pyridyl)-N-(pyrimidin-2-ylmethyl)indazole-5-carboxamide, (B17) N-[(5- methylpyrazin-2-yl)methyl]-2-(3-pyridyl)indazole-5-carboxamide, (B18) indazapyroxamet, (B19) N-[1-(difluoromethyl)cyclopropyl]-2-(3-pyridyl )indazole-4-carboxamide, (B20) N-(1,1-dimethyl-2-methylsulfanyl-ethyl)-7- fluoro-2-(3-pyridyl)indazole-4-carboxamide, (B21) N-(1,1-dimethyl-2- methylsulfinyl-ethyl)-7-fluoro-2-(3-pyridyl)indazole-4-carboxamide, (B22) 1 ,1-dimethyl-2-methylsulfonyl-ethyl)-7-fluoro-2-(3-pyridyl)indazole-4- carboxamide, (B23) cyproflanilide and (B24) flupentiofenox or their salts on the plant, the locus or propagation material. INDEPENDENT CLAIMS are also included for:
      controlling or preventing damage to a plant, comprising applying a combination comprising component (A1) (I) and as component (B1a), a compound having e.g. (B36) thiacloprid, (B37) imidacloprid, (B38) flupyradifurone (CAS 951659-40-8), (B39) triflumezopyrim, (B40) sulfoxaflor, (B41) acetamiprid, (B42) nitenpyram, (B43) clothianidin, (B44) thiamethoxam, (B61) esfenvalerate, (B62) cypermethrin, and (B63) λ -cyhalothrin, or their salts desired sequence or simultaneously, on the plant, the locus propagation material, where the combination of (A1) and (B1a) is in a ratio by weight of 500:1-1:500, preferably 3.1-1:3; 
      composition (C1) comprising as component (A1) (I), and as component (B1a) a compound (B1), (B2), (B3);
      formulation comprising the composition comprising 0.01-90 wt.% active agent, 0-25 wt.% surfactant and 10-99.9 wt.% solid or liquid formulation inert and adjuvant;
      concentrated composition (C2) for dilution by a user, comprising the composition or the formulation, comprising 2-80 wt.%, preferably 5-70 wt.% active ingredient;
      controlling or preventing damage to a plant, which comprises applying component (A1), (B1a) and/or a compound having e.g. (B64) iprodione, (B65) fluindapyr, (B66) flutriafol, (B67) amisulbrom, (B68) fluopicolide, (B69) thiram, quinofumelin (B97) cyflufenamid and (B98) ipflufenoquin or their salts to a seed; and
      seed treatment composition (C3) comprising components (A1) and component (B1).
   ACTIVITY - Insecticide; Nematocide; Acaricide. 
   MECHANISM OF ACTION - None given.
   USE - The methods are useful for controlling or preventing damage to plant and acts as insecticide, nematicide or acaricide or for controlling insect and nematode (all claimed).
   ADVANTAGE - The methods provide improved synergistic effects or synergistic action, e.g. beneficially degradability, improved toxicological and/or ecotoxicological behavior, or characteristics of the useful plants including emergence, crop yields, more developed root system, tillering increase, increase in plant height, bigger leaf blade, less dead basal leaves, stronger tillers, greener leaf color, less fertilizers needed, less seeds needed, more productive tillers, earlier flowering, early grain maturity, less plant verse (lodging), increased shoot growth, plant vigor and early germination. The synergistic effect of the combination was tested in Spodoptera littoralis of cotton leaf discs using Spodoptera littoralis contact assay by measuring percentage of mortality. The result showed that the combination comprised of (10 mg/l (I) and 0.062 mg/l (S)-N-[[2-fluoro-4 -[2-hydroxy-3-(3,4,5-trichlorophenyl)-3-(trifluoromethyl)pyrrolidin-1- yl]phenyl]methyl]cyclopropanecarboxamide exhibited 100% of mortality.","Status as of : 08.12.2022
Competitive impact : 4.591
Technology relevance : 1.638
Market coverage : 2.803
Current owners : Syngenta (in: Sinochem Holdings); SINOCHEM HOLDINGS CORPORATION LTD
Patent rights : 
    Active + Granted : 
    Active + Not Granted : WO
    Not Active + Granted : 
    Not Active + Not Granted : 
","""1"", ""2"", ""3""","The patent text describes a combination of compounds used to control or prevent damage to plants.  It explicitly lists activities as insecticide, nematicide, and acaricide, and mentions control of insects and nematodes. Additionally, it refers to compounds like iprodione, fluindapyr, and flutriafol, which are fungicides. Therefore, the patent falls under all three categories: insecticides, herbicides, and fungicides."
